,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta days
424,179.4,69.0,1991,2,1,,7.0
425,129.9,14.66,3393,3,5,,10.0
426,45.0,17.6,1214,3,1,recebi apenas a bomba para encher os pneus da bicicleta da qual nem recebi que o caso seja resolvido em seis dias caso contrário devolverei os produtos que recebi procurarei as medidas cabiveis,33.0
427,46.9,14.1,1018,2,1,não recomendo essa loja pra ninguém comprei o presente do meu filho no dia 23 de janeiro vai fazer um mês e nada ainda estão dizendo que o carteiro chamou e ninguém atendeu fiquei o dia inteiro emcasa,29.0
428,87.98,35.84,263,3,5,,11.0
429,19.0,35.67,109,1,5,,19.0
430,119.8,31.26,133,1,5,,19.0
431,197.8,25.64,411,1,1,,
432,194.99,16.12,408,1,3,,3.0
433,109.99,9.98,707,4,5,,2.0
434,53.0,7.78,1155,1,5,,4.0
435,139.8,31.08,295,1,5,,6.0
436,36.9,14.52,271,2,4,estou aguardando o número do código do correio para reenviar o produto para troca este assunto já foi tratado por telefone e segundo me informaram em 2 dias receberia este número e a 4 dias esper o,10.0
437,43.5,12.79,2356,1,5,,26.0
438,159.9,38.67,2400,2,1,não recebi o produto nem satisfação da empresa quanto ao ocorrido,8.0
439,134.9,23.52,1451,3,5,,11.0
440,74.9,15.27,721,1,4,,13.0
441,87.99,13.64,863,4,4,,5.0
442,69.89,22.55,1378,7,3,,25.0
443,29.99,15.23,197,5,5,,2.0
444,9.99,15.1,128,1,4,adorei,5.0
445,79.9,20.64,489,2,5,entrega rápida e produto de qualidade,13.0
446,76.0,12.03,171,1,5,excelente,10.0
447,109.9,11.86,189,1,5,,6.0
448,45.95,15.1,169,2,5,,8.0
449,49.9,17.6,340,2,1,atraso absurdo na entrega e não respondem o motivo do atraso deixando vc sem saber o que fazer,34.0
450,139.0,23.74,671,4,5,,7.0
451,29.35,7.78,1730,3,1,apenas avalio quando receber,
452,224.7,48.84,249,1,1,comprei 3 produtos e recebi somente 2 solicito um posicionamento a respeito caso não haja estarei tomando as medidas judiciais cabíveis sem mais para o momento att narley lopes 21972,21.0
453,58.9,14.13,799,1,5,ainda não usei o produto mas em relação à entrega chegou muito antes do esperado,4.0
454,335.84,25.36,1224,3,4,,8.0
455,176.0,11.84,897,1,4,,5.0
456,119.0,13.41,646,4,5,gostei da parceria foi entregue antes do prazo assim assistido o produto foi entregue em perfeito estado o produto é muito bom supera as estatística gostei um abraço,8.0
457,269.0,19.76,261,6,5,produto de otima qualidade e entregue dentro do prazo muita satisfesta coma compra,21.0
458,44.9,15.1,1054,4,5,,16.0
459,59.9,7.39,1923,2,2,não recebi até hoje,7.0
460,74.99,12.86,405,1,5,,22.0
461,78.0,18.65,319,4,3,relógio bem bonito,5.0
462,185.9,23.88,267,2,5,muito resistente ainda não peguei chuva com ela apesar de ser 45l ela é grande muito boa mesmo,5.0
463,31.9,15.1,1078,2,5,recebido em um prazo razoável e conforme o especificado,15.0
464,199.0,22.51,673,1,5,foi entregue o toner ciano falta entregar amarelo no aguardo mas dentro do prazo esperado,13.0
465,35.0,8.88,789,1,5,,4.0
466,71.68,13.52,377,3,2,não recebi meu produto no tempo certo acho que vcs deveria ter um pouco mais de consideração com o consumidor,25.0
467,69.9,14.26,639,2,5,,6.0
468,79.0,16.8,945,1,5,,5.0
469,58.0,17.66,1568,1,4,,8.0
470,223.0,14.0,813,1,5,entregue dentro do prazo qualidade e melhor preço,7.0
471,270.0,16.64,293,1,5,minha esposa amou,12.0
472,103.0,29.76,1402,7,4,gostei do produto mas deveria vir com o parafuso de prender na parede uma economia desnecessária,27.0
473,59.9,13.44,348,2,5,,6.0
474,249.9,74.7,266,3,4,,6.0
475,139.9,34.78,784,2,5,,20.0
476,19.9,8.72,1117,1,1,não gostei do produto não funciona como aparece na propaganda,9.0
477,119.8,26.88,366,2,5,olá meu produto nao recebi ainda mais sempre recebi tudo,54.0
478,125.93,36.2,618,2,5,o produto chegou no prazo e é de otima qualidade,16.0
479,169.9,20.53,2400,2,4,,4.0
480,148.0,36.36,1888,1,5,,12.0
481,36.9,7.84,1354,1,5,,1.0
482,49.0,17.97,69,4,5,,11.0
483,99.9,16.46,762,1,3,,28.0
484,50.0,11.73,847,5,4,,4.0
485,159.9,12.32,303,1,5,o produto foi entregue corretamente e rápido estava de acordo com o pedido veio bem embalado estou bem satisfeita,4.0
486,28.9,25.38,535,4,5,,22.0
487,41.9,15.1,683,1,4,envio correto e entrega rápida recomendo,9.0
488,239.99,17.93,989,1,1,olá queria informar que o produto não foi entregue,21.0
489,70.0,7.78,171,1,1,,8.0
490,330.0,18.77,2644,6,5,,12.0
491,69.9,17.74,1346,4,4,,15.0
492,49.95,15.1,168,2,3,um pouco demorada a entrega mas antes do prazo estipulado por vocês,22.0
493,179.99,65.89,834,2,5,,14.0
494,99.99,69.41,449,3,1,péssima a forma como embalaram o produto a cuba chegou quebrada,8.0
495,69.0,15.56,311,1,4,,3.0
496,81.18,16.76,696,7,4,,9.0
497,21.8,30.2,458,4,1,produto não chegou na data,41.0
498,169.9,14.3,298,1,5,,6.0
499,54.9,17.63,552,4,5,,13.0
500,299.0,45.96,2010,5,5,excelente papel de parede e serviço de entrega,6.0
501,65.8,30.2,777,3,1,anunciam um artigo e te entregam outro ineficiência logística péssimo atendimento tentei amigavelmente realizar a troca do produto mas o descaso foi tanto que cancelei a compra,12.0
502,59.99,29.28,518,4,4,muito boa á compra,15.0
503,19.9,15.1,315,4,1,não recebi o produto,12.0
504,399.9,86.66,1343,10,1,o correio nao entregou no endereço tivemos que retirar a caixa estava aberta e a churrasqueira amassada,16.0
505,259.98,34.52,443,1,4,produto em perfeitas condições e recomendo,10.0
506,119.99,19.33,213,1,1,não recebi o produto a entrega seria ate dia 30 11 2016,59.0
507,219.9,21.94,414,2,5,,18.0
508,44.9,11.85,1054,4,4,,14.0
509,84.99,13.15,1513,3,5,,5.0
510,64.9,10.52,81,1,5,,2.0
511,97.0,15.43,228,1,4,gostei de comprar nas lojas lannister e mais barato,11.0
512,32.9,10.96,677,1,1,até o momento não recebi meu produto,
513,24.9,12.69,297,2,5,,5.0
514,56.99,17.68,969,1,1,o prazo de entrega já passou muito e o produto ainda não chegoi,52.0
515,89.9,17.88,661,3,3,sem opniao,35.0
516,529.89,18.46,838,2,4,,8.0
517,98.7,19.93,480,4,5,só um pouco estreito no bico mas no geral é muito bom,17.0
518,52.99,11.87,559,2,5,,6.0
519,299.9,27.38,591,2,5,chegou bem antes do prazo tudo certo,16.0
520,53.9,22.96,341,2,1,comprei um simples pendente meia lua no site das lannister vendido pela loja baratheon em 09 março e até hoje 14 abril o produto não foi entregue não recomendo compra de produtos desta loja,42.0
521,129.0,18.78,645,2,5,amei o relógio ele só é bem pequeno mas é lindo e chegou bem antes do prazo comprarei novamente com certeza,6.0
522,74.9,18.1,591,1,5,produto de excelente qualidade,16.0
523,45.9,11.74,438,1,5,,14.0
524,89.99,16.07,2063,3,4,ainda não posso avaliar o produto pq ainda não começei a usar,12.0
525,124.9,20.92,514,2,1,prazo de entrega elevado além disso o produto veio errado acredito que de propósito pq não tem mais fazer a troca muito insatisfeita com essa loja,38.0
526,69.9,21.13,886,3,5,recebi o produto antes do prazo que me deram e veio igual ao anunciado,3.0
527,55.9,8.27,605,2,4,,5.0
528,48.9,8.29,606,1,5,,1.0
529,45.0,9.26,466,4,1,está faltando 1 unidade e não consegui falar com ninguém a respeito disso estarei procurando o procon,13.0
530,338.0,61.38,339,1,5,muito bom foi entregue tudo certinho e antes do prazo,14.0
531,179.9,23.4,241,5,4,produto entregue dentro do período estipulado ainda assim um prazo tão longo é motivo para eu pensar 2 vezes antes de comprar novamente para quem não tem pressa boa opção,28.0
532,13.9,42.38,175,1,5,,5.0
533,14.9,15.23,869,6,1,único problema que ainda não recebi meu produto,28.0
534,138.0,17.78,263,1,5,o travesseiro é ótimo supriu muito bem a minha necessidade vale a pena comprar,3.0
535,114.9,16.03,673,5,4,,6.0
536,50.0,17.6,809,5,4,,9.0
537,69.9,16.74,203,2,2,eu fiz o pedido no dia 27 11 2017 a previsão de chegada era para o 19 12 2017 e é 21 12 2017,29.0
538,145.0,22.87,617,3,1,comprei 2 relogios so chegou o mascolino e o femenino nao chegou,23.0
539,229.99,14.16,934,1,5,,10.0
540,84.99,27.13,859,3,5,otimo,27.0
541,396.0,20.4,137,1,5,combinou e cumpriu ganhou avaliação positiva,4.0
542,199.0,0.0,782,1,4,,22.0
543,114.9,15.55,863,4,1,sem opinião,3.0
544,85.9,23.4,314,2,5,,14.0
545,19.9,15.1,966,1,4,,10.0
546,189.0,16.76,693,1,5,o produto chegou bem antes do prazo eu adorei o aparelho da um trabalhinho mas ele deixa o pelo tão pequeno que fica invisível parecendo que foi depilação com cera,7.0
547,59.99,29.81,348,5,5,excelente ficou linda no meu boris super indico mercadoria de ótima qualidade os produtos oram entregues antes do prazo marcado,11.0
548,16.9,15.1,1440,2,4,,13.0
549,89.99,50.92,1893,1,4,,8.0
550,69.9,15.31,1346,2,5,o produto veio certinho e antes do prazo,8.0
551,129.0,41.29,240,1,5,recebi antes do prazo muito bom o produto,10.0
552,26.0,18.23,1419,2,1,eletrobomba não encaixou corretamente na minha máquina obs gostaria de devolver,11.0
553,40.0,18.38,677,1,5,,10.0
554,19.0,14.1,311,3,3,gastei muita passagem depois de pagar frete passagem e uber tá faltando 1,17.0
555,56.7,13.42,1056,1,5,,5.0
556,269.0,46.34,1002,3,4,,10.0
557,70.0,18.0,789,1,4,gostei da compra e do prazo de entrega,7.0
558,89.8,34.43,1666,6,5,pulseira maravilhosa conforme descrito e fotos adorei,6.0
559,13.99,15.1,939,1,5,,9.0
560,189.9,35.13,1885,1,4,entregou até antes do prazo,10.0
561,43.9,18.23,463,2,5,gostei do produto chegou no tempo certo,12.0
562,25.9,14.43,923,4,5,,8.0
563,249.0,24.46,1233,4,4,,19.0
564,79.99,8.91,492,3,5,,4.0
565,175.0,12.73,721,2,1,valor do produto no site 175 00 mais frete de 12 73 emitiram nota fiscal no valor de 137 00 inferior ao valor do site por que,9.0
566,73.99,8.89,423,2,1,comprei o carregador pensando em levá lo numa viagem confiei no prazo de entrega mas fui enganado pois o produto ainda não chegou solicitei o cancelamento da compra decepcionante,
567,119.5,13.42,1047,2,5,,11.0
568,103.6,31.12,3831,1,5,gostei da rapidez da entrega e da facilidade de comprar,7.0
569,69.9,18.59,501,1,5,,8.0
570,179.99,15.42,523,1,5,,6.0
571,18.9,16.11,151,1,5,,13.0
572,99.9,23.5,641,5,5,,5.0
573,159.9,38.67,1313,2,5,,18.0
574,119.0,18.41,2084,2,3,,23.0
575,109.95,38.82,1599,5,5,muito bom,22.0
576,74.37,16.28,145,1,5,,26.0
577,134.9,18.19,633,5,4,muito boa experiencia,11.0
578,31.9,15.1,1078,2,4,,26.0
579,39.99,7.54,955,1,5,o produto funcionou muito bem para ligar o meu notebook a um monitor a partir do momento em que atualizei o driver no windows,4.0
580,73.79,38.07,687,3,5,chegou antes do esperado atualização dos status uma ótima loja,18.0
581,34.9,17.06,360,5,5,entrega muto rápida produto bonito e na embalagem otima qualidade,10.0
582,89.99,14.38,492,3,5,,15.0
583,79.0,17.8,316,2,4,,14.0
584,169.9,20.43,1051,1,5,satifeito com o pretendido,10.0
585,52.99,9.34,1031,2,4,superou as minhas expectativas entregue antes do prazo bem embalado produto de acordo com o pedido,6.0
586,16.9,7.78,1440,2,5,produto bom e entrega rápida,5.0
587,819.0,20.61,308,1,5,,11.0
588,28.9,33.51,718,2,3,demorou mas chegou,34.0
589,229.99,19.19,784,2,3,a caixa danificada colada com fita a apresentação do produto não ficou boa,6.0
590,38.97,12.69,138,2,5,chegou antes do prazo estimado,8.0
591,45.0,7.39,756,9,5,,2.0
592,299.99,56.9,1552,5,5,,14.0
593,59.9,11.73,799,1,5,chegou em dois dias produto atendeu a expectativa,3.0
594,99.9,23.74,244,2,5,tudo ok,6.0
595,116.9,14.16,316,1,3,,7.0
596,149.9,21.54,222,9,4,,15.0
597,52.9,14.78,561,3,5,,5.0
598,199.9,18.14,409,1,5,gostei pois veio no prazo determinado,25.0
599,139.79,23.78,787,5,2,falta esclarecimento sob o atraso,23.0
600,252.9,10.46,750,1,5,,6.0
601,99.0,9.51,1349,2,5,,1.0
602,29.9,14.52,218,4,4,,8.0
603,73.98,36.46,449,1,1,depois que recebi um envelope com um panfleto e o meu produto nao esta dentro envelope vazio e lamentavel uma loja fazer isso quantas pessoas deve ter levado prejuizo alguem tem que manifestar,6.0
604,59.95,11.03,314,1,5,recebi o produto mais rapido doque esperava parabens,10.0
605,89.9,16.26,245,1,5,,10.0
606,109.9,31.14,236,2,5,chegou dentro do prazo muito bonito valeu,8.0
607,22.9,11.85,117,1,5,ótima loja chegou rápido,15.0
608,69.9,11.73,661,2,5,gente mesmo com o erro meu de endereço vocês prontamente resolveram o problema adoro comprar com vocês sou cliente há muitos anos e por motivos óbvios o atendimento de vocês é perfeito adoro,10.0
609,99.0,41.08,450,1,5,,8.0
610,22.5,13.5,548,1,5,,14.0
611,367.9,81.39,569,5,4,,13.0
612,28.99,14.1,937,2,4,,8.0
613,1098.9,131.1,888,1,1,pessimo vendedor foi entregue parte do pedido e os que vieram são errados comprei 60xl color veio 60xl preto,8.0
614,730.0,19.86,607,2,5,já comprei outros produtos neste site em todos fui muito bem atendido,11.0
615,36.9,7.7,271,1,4,,
616,69.9,20.98,1197,1,5,,7.0
617,59.9,65.23,341,2,5,,21.0
618,55.0,14.14,160,3,4,,9.0
619,87.85,13.63,226,1,4,por ser um jogo bordado esperava um material melhor mas no geral gostei,17.0
620,135.9,16.71,1440,3,5,,15.0
621,32.98,8.27,3893,6,5,recomendo chegou bem antes do prazo,1.0
622,149.97,23.01,1031,1,1,não recomendo demorou muito para a entrega e sem contar que o produto é de péssima qualidade não veio completo faltou os parafusos e na hora da montagem a tinta saiu tudo extremamente chateada,45.0
623,104.9,18.83,681,2,4,,8.0
624,74.99,23.1,2164,5,5,,20.0
625,84.99,12.93,1495,3,5,produto excelente e entrega muito rápida,6.0
626,31.9,14.1,1078,2,4,,11.0
627,239.7,40.74,396,2,4,,21.0
628,99.99,57.47,204,1,5,,9.0
629,99.9,17.95,189,1,4,,20.0
630,999.9,97.08,1550,5,1,,26.0
631,139.0,26.59,1893,1,5,,5.0
632,97.9,21.16,390,7,1,não recebi o produto efetuei a compra a quase 1 mês atras sem informação no site,28.0
633,89.9,32.77,1180,2,4,,12.0
634,13.3,15.1,1434,1,5,,14.0
635,119.0,19.74,1893,1,5,,11.0
636,119.99,12.04,659,1,5,bolsa linda e de qualidade,4.0
637,59.9,15.17,624,1,4,,16.0
638,199.0,12.89,500,2,5,,5.0
639,59.0,26.95,213,3,3,recebi no prazo certo bonito mas achei que seria maior,7.0
640,139.9,14.73,723,2,4,produto bom porém o relógio poderia ser maior,6.0
641,189.99,18.0,604,1,5,,8.0
642,148.0,27.18,162,5,4,,24.0
643,349.99,18.7,1217,3,5,foi entregue antes do prazo estou muito satisfeita,4.0
644,24.5,15.1,100,4,5,,15.0
645,29.9,15.1,390,1,5,veio bem antes do prazo e exatamente como na foto,12.0
646,74.5,17.77,832,4,1,até agora não recebi o que é uma pena porque todos os outros produtos recebi bem certinho,32.0
647,139.99,18.81,721,2,5,,7.0
648,21.99,22.22,576,1,3,obs o frete deveria ser gratuito pelo preço total que paguei compraria uns 04 pacotes de papel de 500 fl aqui em salvador,11.0
649,29.99,17.63,2830,1,5,,9.0
650,155.0,17.53,518,1,5,,7.0
651,139.94,38.73,1200,1,4,uma porta da mesa e o cavalete vieram amassados,22.0
652,89.9,13.65,187,1,3,,6.0
653,24.99,14.1,1108,2,5,,12.0
654,42.0,7.78,608,1,5,,3.0
655,13.99,14.1,542,5,5,,10.0
656,69.9,20.98,1176,1,5,,10.0
657,127.9,12.4,859,3,5,,6.0
658,47.99,10.96,179,6,5,produto de qualidade entrega rápida bem embalado,3.0
659,420.0,11.1,1972,5,5,,7.0
660,399.93,14.93,2599,4,1,já acabou o prazo de entrega e ainda não recebi o produto,33.0
661,99.8,75.8,366,2,3,,40.0
662,669.9,16.19,664,2,5,wef2r2er2erf 23r 3er,6.0
663,105.7,12.87,631,2,5,,6.0
664,69.9,13.51,1346,4,1,gostaria de lembrar que esse pedido eu tinha cancelado no ato da compra devido não parcelar recebi a notificação do cancelamento mesmo assim me enviaram talvez seja um presente qr estorno urgt,11.0
665,139.9,8.23,588,2,5,há muito tempo sou cliente das lojas lannister nas lojas fisicas e virtual otimo atendimento pontualidade segurança eu recomendo,1.0
666,11.55,19.99,462,1,5,,8.0
667,150.0,25.89,162,5,5,produto dentro do esperado satisfeito,3.0
668,119.8,30.34,2886,1,3,olá recebi meu pedido apenas de maneira parcial comprei 2 unidades mas só chegou uma,14.0
669,67.98,40.97,464,1,3,recebi uma das prateleiras errada e estou esperando pelo retorno da loja para efetuar a troca,3.0
670,239.0,22.16,532,1,5,sem reclamações,6.0
671,69.9,18.06,211,1,1,bom dia ainda não recebi meu produto ainda sendo assim não posso avaliar,36.0
672,175.0,10.64,598,5,5,,8.0
673,87.9,23.49,525,3,3,atrasou más recebi,18.0
674,349.9,19.7,625,1,5,,7.0
675,119.8,35.34,341,2,1,hoje dia 02 08 2017 quarta feira informo que ainda não recebi 02 lustres pendente meia lua meia bola esfera alumínio 34cm escovado o correios só entregou até agora 4 dos 6 lustres que comprei,9.0
676,898.0,79.01,2083,3,1,comprei um kit de carrinho e bebê conforto so foi entregue o carrinho estou ha 3 dias entrando em contato por e mail com a lojas lannister e a baratheon até agora nem um email sequer de retorno,17.0
677,59.9,13.89,356,2,4,,7.0
678,109.9,14.5,235,2,5,adorei o kit idêntico a foto muito lindo,4.0
679,379.94,23.2,2492,4,5,recomendo,6.0
680,38.4,9.34,831,1,5,lindo produto e de qualidade amei,5.0
681,65.99,11.96,393,1,5,entregue no prazo qualidade boa,8.0
682,130.0,18.49,1031,6,5,gostei muito linda ainda não usei não posso avaliar se mantem gelado legal,12.0
683,69.9,12.83,689,1,1,,11.0
684,88.9,14.37,1612,1,5,,8.0
685,109.9,11.39,1110,6,4,a máquina é ótima tosei minha poodle tranquilamente o vídeo que contém o curso deveria ter mais explicações mas valeu a pena recomendo,5.0
686,69.0,11.09,301,1,1,paguei por um produto que estava no anuncio e recebi outro,9.0
687,57.99,22.99,921,2,4,bom,9.0
688,23.98,15.56,810,1,5,,5.0
689,119.9,6.74,285,1,5,gostei muito da experiência desta compra chegou muito antes do prazo informado,13.0
690,99.0,13.27,803,3,5,,9.0
691,89.99,13.92,847,3,5,,7.0
692,65.9,38.51,936,3,3,eu comprei uma capa pra guitarra e veio errado ela veio pequena demais a guitarra nem cabia,15.0
693,105.9,17.58,653,1,5,,10.0
694,84.99,18.17,2375,6,1,não veio o produto que eu comprei,15.0
695,54.9,27.76,1146,2,5,,26.0
696,87.0,25.75,740,1,3,bom dia recebi apenas 1 produto as latas de mantimento o trilho com spot não foi entregue ainda quando vou recebe lo,4.0
697,279.0,15.7,680,1,5,,13.0
698,49.9,15.1,579,1,5,,7.0
699,95.0,23.17,737,3,5,,12.0
700,147.98,155.08,1201,1,2,comprei 02 unidades só recebi 01,17.0
701,30.0,15.1,432,1,5,,10.0
702,59.99,23.22,629,1,4,,12.0
703,215.9,15.28,502,3,1,o produto veio com defeito nos botões de ajuste,17.0
704,199.99,52.95,1208,1,1,foram compradas duas cadeiras uma azul e outra verde foi entregue apenas a cadeira verde,10.0
705,28.0,10.96,177,3,5,produto enviado com muito carinho e atenção adorei,8.0
706,220.0,47.6,500,1,1,estou tentando contato com o site e não consigo,6.0
707,26.99,16.79,393,3,4,,13.0
708,41.9,16.11,217,1,5,,13.0
709,249.89,12.95,491,2,5,,20.0
710,59.0,12.54,179,6,2,o produto é igual a oferta porém é xing ling na veja não chega aos prometidos 20000mah tenho um j5 e com os 100 de carga deu 2 recargas completas e meia de outra mas como somos br vai na fé,3.0
711,45.2,26.97,330,1,5,,5.0
712,159.9,18.37,1313,2,5,,13.0
713,19.99,18.24,315,1,4,,10.0
714,25.0,15.1,281,1,5,,12.0
715,12.9,11.85,93,1,1,produto de péssima qualidade veio rasgada nao gostei desse produto,9.0
716,14.05,14.1,866,1,5,,11.0
717,23.0,13.37,570,1,4,,7.0
718,119.99,80.07,302,1,3,,22.0
719,35.0,7.78,644,6,2,produto solto dentro de uma caixa de papelão sem nenhum tipo de enchimento amortecedor ou protetor felizmente não sofreu danos mas deixou a desejar no aspecto embalagem,3.0
720,169.9,30.31,1128,1,4,,18.0
721,669.0,22.0,1202,1,4,adorei o produto tudo perfeito e o melhor chegou com muita antecedência da data da entrega sou cliente a anos das lannister eu recomendo a loja lannister e o parceiro baratheon,10.0
722,40.0,12.23,701,2,5,,3.0
723,120.0,37.53,1675,7,5,boa,10.0
724,149.86,18.3,604,1,5,,14.0
725,59.9,14.15,335,5,5,,7.0
726,18.5,12.79,421,2,2,,24.0
727,53.99,7.78,334,1,5,,3.0
728,99.9,17.95,189,1,4,,20.0
729,169.9,27.73,1047,1,5,excelente produto a loja cumpriu rigorosamente o prazo,17.0
730,185.0,18.54,772,1,5,,6.0
731,69.0,15.58,852,3,5,,6.0
732,60.0,25.74,1377,2,5,sempre compro neste site entrega antes do previsto nunca tive problema recomendo,6.0
733,49.9,15.1,758,1,5,,12.0
734,58.9,16.17,217,1,3,,13.0
735,28.4,7.78,509,3,5,ótima entrega é rápido,9.0
736,59.99,15.74,1159,4,1,produto veio errado esperando solução,3.0
