,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta_days,Classificacao,pos_prob,neg_prob,neu_prob
93308,47.9,19.09,293,1,1,fiz os pedidos de três produtos dois chegaram um uma mochila rosa não foi entregue e as lojas lannister não consegue dar detalhes da onde esta o pedido inconformada,8.0,-1,4.251195270945345e-08,0.999961386449733,3.857103830901281e-05
38892,14.9,15.1,365,1,1,ainda não chegou,8.0,-1,0.35458244370993897,0.5708418037741316,0.07457575251592864
99054,75.0,7.78,175,1,2,chegou no prazo,4.0,-1,0.974875575442832,0.016642870281143037,0.008481554276025075
17700,149.96,29.24,1222,1,5,baratheon está de parabéns chegou bem antes do prazo a cadeira é linda,18.0,1,0.9999984199522322,1.5721308424867662e-07,1.4228346820963116e-06
88972,119.99,88.35,1893,1,5,super recomendo,10.0,1,0.9965024223375608,0.0026117939297766986,0.0008857837326618993
99492,167.84,31.92,955,7,5,o produto é muito bom e a entrega foi rápida antes do prazo,13.0,1,0.9999960554482634,1.0821826477418143e-07,3.8363334707510375e-06
42614,230.0,19.82,771,1,3,produto com a cor incorreta entrei em contato com a loja que me disse que produto será trocado estou aguardando selo de postagem,10.0,0,1.075094651559742e-05,0.9939773891801094,0.006011859873369871
5078,144.99,17.92,204,1,2,achei q pelo preço viria o edredom,7.0,-1,0.377812708451662,0.17178428849563573,0.45040300305270214
33895,580.27,30.6,3330,3,5,recomendo,14.0,1,0.9445149523912562,0.040643545372063036,0.014841502236681016
59866,160.0,17.55,696,2,5,amei meu produto bem como na foto com certeza vou efetuar muitas outras compras muito grata 1,6.0,1,0.9999921032824808,4.653640916924002e-06,3.243076599010286e-06
99327,59.9,24.91,960,1,5,gostei muito do produto ja tinha comprado outro produto nesta loja e gostei obg,30.0,1,0.9971403842481091,0.002151189946950158,0.0007084258049362459
20494,56.97,10.6,919,1,3,nao posso avaliar se nao recebi o produto vou retirar encomenda no correio pois o mesmo passa em horarios que nao tem ninguem em casa,6.0,0,1.8298799457250433e-06,0.9692095168967272,0.030788653223319206
98443,84.99,22.91,1071,1,1,ainda não recebi meu produto,39.0,-1,0.05320994799592529,0.9177232857661888,0.02906676623788515
23650,199.0,0.0,782,1,5,produto entregue com sucesso no prazo excelente produto a loja está de parabéns,20.0,1,0.9999970428454173,1.3742300391728334e-06,1.5829245439126658e-06
15604,20.3,8.11,1431,1,2,a entrega foi rapida mas o produto não vale o preço parece plastico pintado,6.0,-1,0.9627326936033032,0.004724523077246322,0.0325427833194485
29366,187.0,18.36,719,2,3,recebi apenas a mala o assento massageador não foi entregue,5.0,0,0.008194749966134842,0.7431067390508246,0.24869851098303788
64373,309.9,12.78,388,1,4,recebi o produto antes do prazo,1.0,1,0.997105032723663,0.0017327686446270722,0.0011621986317087451
26563,199.9,21.89,233,1,4,bem bonita so não gostei da bainha,22.0,1,0.7678401468913116,0.016230649602504307,0.21592920350618372
58938,171.0,15.95,3784,7,5,muito bom,5.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
57798,83.9,14.32,573,1,5,o produto chegou em menos de uma semana e é de ótima qualidade,6.0,1,0.9966560619383504,0.0015823211628974228,0.0017616168987510557
79442,249.9,16.5,638,1,5,relógio corresponde ao anúncio alta qualidade entrega ultra rápida,9.0,1,0.9986938598423246,7.8888185971139e-05,0.0012272519717030847
87426,99.0,15.44,220,2,2,a bateria foi vendida pela loja como original porém o produto que recebi foi similar,8.0,-1,0.021594282140488957,0.9479383090169146,0.03046740884260308
23037,56.45,17.65,933,1,5,os produtos foram entregues no prazo certo eu recomendaria sim essa loja,10.0,1,0.9780983279466681,0.01875294490481288,0.003148727148524347
24975,91.9,30.2,161,2,4,recomendo e irei comprar mais vezes,13.0,1,0.9806559383917384,0.018517584374104803,0.0008264772341552835
89911,89.99,9.44,492,3,3,teve um produto que comprei que se esgotou no estoque e solicitei estorno estou no aguardo,5.0,0,6.90794591929267e-07,0.9957779621711267,0.004221347034279793
17307,76.0,12.03,1631,2,5,ótimo produto atendeu as expectativas,7.0,1,0.9995362097152919,2.045003298163622e-05,0.00044334025172491367
60287,109.9,18.2,1170,1,4,ótimo custo benefício comprei pra dar de presente e a pessoa adorou fragrância moderna e nada enjoativa,11.0,1,0.997271647125907,9.352535333423782e-06,0.002719000338756109
21683,129.9,18.16,246,1,3,poderia não demorar tanto a entrega por isso avalio como boa,18.0,0,0.3042584275104285,0.09452087462291102,0.601220697866655
41352,59.9,21.26,799,1,4,bom vendedor,10.0,1,0.9765947361585662,0.007991675847028333,0.015413587994404525
76358,99.9,13.72,853,1,5,sim,15.0,1,0.812322288406973,0.12288671275859384,0.06479099883443347
44802,99.9,17.95,1292,7,3,tudo certo entrega rápida,4.0,0,0.9990405845142396,6.787959427310988e-05,0.0008915358914862463
23433,42.9,6.19,542,3,5,produtos de qualidade e chegou antes do prazo estipulado,9.0,1,0.9999495574017215,2.4524369735717785e-05,2.591822854408744e-05
59530,59.0,12.54,179,6,5,produto recebido,12.0,1,0.7361850036902252,0.20457927781745408,0.059235718492321295
77296,179.0,20.29,2188,2,1,coloquei o endereço de entrega av joao carlos machado 455 202 a lannister enviou para av engenheiro souza filho 655,25.0,-1,6.524770732445681e-05,0.8939685634582956,0.10596618883437879
1448,229.99,53.62,1156,2,1,infelizmente comprei na cor rosa pra minha filha e mandaran na cor azul acho que nao preciso dizer mais nada,16.0,-1,7.568113144211399e-06,0.9963905141069602,0.0036019177798998886
95236,75.0,27.0,267,1,3,produto veio com uma pequena folga em umas das peças mas por conta de como o embalaram fora isso tudo okay,11.0,0,0.005087464333982802,0.02018284503497705,0.9747296906310352
67992,29.0,14.1,167,3,5,satisfeita com o produto,4.0,1,0.9846091915402942,0.010230949823065497,0.005159858636639667
15241,349.0,18.2,3902,7,1,bom produto superou as minhas espectativas,5.0,-1,0.9998445757335473,1.877108495494576e-05,0.00013665318149765505
32108,156.99,16.73,286,1,5,comprar na lannister é muito bom eu recomendo,4.0,1,0.9995671177232743,0.00019073571901932125,0.000242146557703393
18915,45.0,11.77,57,1,5,chegou muito antes do prazo muito bem embalado tudo perfeito amei,11.0,1,0.9999999988671036,8.875314244954793e-13,1.1320101068626904e-09
49235,58.9,13.77,438,3,5,tudo ok,11.0,1,0.9828913937671655,0.002530395100343763,0.014578211132490058
56875,118.0,35.32,366,2,1,infelizmente o lojista teve a péssima ideia de colocar suas vendas pelos correios tive que ir a agência da mesma e perder mais de 3 horas para retirar minha compra uma bagunça,20.0,-1,9.630512973122134e-08,0.9986382919598719,0.0013616117350038477
40660,39.9,15.23,214,3,5,recomendo,22.0,1,0.9445149523912562,0.040643545372063036,0.014841502236681016
61910,79.9,11.76,236,1,5,quanto a este produto a loja cumpriu o prazo de entrega gostei muito,1.0,1,0.9997929377664587,9.890799861119758e-05,0.0001081542349318723
41866,39.99,8.72,395,1,4,produto entrego dentro do prazo,3.0,1,0.9941396211311248,0.0013325727804275192,0.004527806088446626
87335,99.99,19.94,1018,1,5,recomendo o material e melhor do que eu pensava ótima qualidade veio tudo certinho chegou bem antes do prazo,12.0,1,0.9999999797631463,1.4674663156006012e-12,2.0235382757839638e-08
22855,128.89,12.4,556,3,1,atraso na entrega precisava do produto até dia 19 03 que foi a data estipulada para entrega já estou no dia 22 e ainda não chegou se possível queria ser recompensado de alguma forma,25.0,-1,3.400489336867192e-05,0.9999598744309212,6.120675710237648e-06
72543,13.3,8.11,1398,1,4,chegou tudo certinho e faltando 5 dias para o prazo estipulado muito bom,11.0,1,0.9999524390390371,2.0144802726988453e-06,4.5546480690779065e-05
28411,143.8,18.9,621,1,4,otimo,9.0,1,0.9757947021470661,0.013681859873256118,0.010523437979677372
10808,23.99,7.78,575,1,5,produto muito bonito material muito bom muito satisfeito com a compra,3.0,1,0.9999910151631661,1.5622972020436844e-07,8.828607114296328e-06
24711,144.9,8.27,288,3,5,adorei o produto,18.0,1,0.9952016424522797,0.0032740002553423055,0.0015243572923784123
23258,21.9,7.78,879,2,5,recebi antes do prazo e como descrito,4.0,1,0.9979792737479131,0.0009912706482670273,0.001029455603819995
98035,22.99,15.1,391,2,1,é a segunda vez que abro chamado de reclamação e não recebo retorno a pelicula não serve para o modelo,7.0,-1,3.2995252274443603e-07,0.9986162984751815,0.0013833715722931593
55395,45.9,8.6,401,4,5,bom atendimento,6.0,1,0.9839293888639603,0.007364569798520727,0.008706041337519661
84978,59.9,16.18,254,1,5,o produto é de boa qualidade entregue dentro do prazo conforme combinado,12.0,1,0.9999948386266028,1.7054262527943358e-06,3.4559471460016178e-06
3646,204.0,18.68,782,1,5,demorou um pouco pra entregar mas entregou no prazo e tudo certinho,19.0,1,0.9881852711335275,0.00013711545970745726,0.011677613406761872
2141,7.8,1.8,608,2,5,chegou antes do prazo,13.0,1,0.9991609840494411,0.0003607275746522984,0.00047828837590746997
93691,2990.0,194.55,505,1,2,estou esperando resposta pelo celular email e ate o momento nada,52.0,-1,3.994023456449564e-05,0.9998833619047941,7.669786063821471e-05
64293,79.9,16.32,192,1,5,ainda não usei mas veio igual a foto,14.0,1,0.3775086433000501,0.2518686621074764,0.37062269459247266
99594,519.0,44.02,225,6,1,cuba veio quebrada não consigo falar com vendas para que seja enviado a cuba intacta tentei contato com telefone 4003 1000 e ficou de enviar e mail com telefone do parceiro responsável pelo produt,9.0,-1,1.8139173644594436e-10,0.9999918388937121,8.160924891661145e-06
27465,199.8,57.78,1354,1,5,eu paguei por dois pacotes o segundo está sendo enviado,6.0,1,9.756257851221177e-05,0.9939719797491531,0.00593045767233151
74620,269.9,127.14,1095,10,3,produto veio no prazo gostei,17.0,0,0.9782986836611669,0.010889389577231809,0.010811926761601068
51876,49.99,10.96,418,6,3,demorou para chegar mas veio em ordem recomendo o vendedor mas não tem pressa em receber,18.0,0,0.49265369921446867,0.02547865026055197,0.4818676505249853
42355,29.0,9.27,2009,4,1,o produto chegou com o lacre violado quero saber como eu mando as fotos pra vcs não recomendo comprar neste fornecedor no aguardo,3.0,-1,0.00014890393738970729,0.9997668131863414,8.428287627672785e-05
12354,159.96,91.72,420,1,3,fiz um pedido de 4 garrafas de azeite chegaram 2 num dia e as outras 2 quase 48 horas depois contato com a loja muito dificil tanto via e mail qto por telef o suspense terminou mas lá não compro mais,9.0,0,1.9588972851696736e-08,0.07926558876997014,0.9207343916410498
11778,49.9,10.9,916,3,5,amei o tecido muito melhor do que eu imaginava valeu cada centavo,4.0,1,0.9997870893839539,6.514828384938868e-07,0.0002122591332107232
40371,182.99,19.16,1016,5,2,comprei um secador da linha collor e veio um da linha rainbow tentei devolver no site e aparece a mensagem que não é possível a troca,13.0,-1,3.649601847803765e-08,0.998747566111197,0.0012523973927716062
33752,34.99,14.1,575,1,3,produto muito bom,9.0,0,0.9892579899903389,0.0031259056017933413,0.007616104407867732
30778,224.0,32.96,511,4,5,o prazo era de 17 dias e chegou em uma semana produto exatamente como dá foto um charme no banheiro,6.0,1,0.9425300490492337,0.053900414939598955,0.0035695360111743647
84494,129.9,18.16,847,4,4,o produto no site mostrava um pouco mais de qualidade do material porem foram imagens,23.0,1,0.3989612689511407,0.04511865378866188,0.5559200772601981
63890,160.9,47.96,2733,5,3,recebi a panela preta mas comprei a vermelha,19.0,0,0.08837897544729667,0.35150426114817995,0.5601167634045198
32985,1199.0,134.25,562,5,5,parabéns lojas lannister adorei comprar pela internet seguro e prático parabéns a todos feliz páscoa,18.0,1,0.9999999998562288,3.939807909905161e-12,1.3982932725676134e-10
88061,45.9,8.72,772,1,5,estou satisfeito com a atendimento grato,8.0,1,0.997434308898991,0.001625395240630231,0.0009402958603778946
42519,89.9,15.38,187,1,1,o produto è muito vagabundo material de péssima qualidade totalmente diferente da descrição,16.0,-1,0.021404035166467855,0.9723096246449456,0.00628634018859246
17139,53.9,16.07,341,2,4,bom produto bem bonito e muito bem acabado,7.0,1,0.9997524364097614,1.4897427837612365e-06,0.0002460738474559446
71266,199.9,38.09,203,4,4,o anel ficou apertado teria que ser um número maior como faço para trocar,10.0,1,0.04488792243388362,0.7554274630834962,0.199684614482625
73037,76.8,18.04,831,1,1,comprei dois produtos nao veio no prazo e um veio com defeito quando fui tentar trocar me disseram que nao tinham em estoque que patifaria nao compro mais,7.0,-1,1.3534909987709336e-08,0.9983376863234117,0.001662300141664358
22220,209.9,18.72,782,1,1,meu produto não chegou,34.0,-1,0.4955264560781892,0.47035823998938653,0.034115303932422875
60505,37.9,19.32,356,3,5,muito bem atendildo,9.0,1,0.9776059609130303,0.0042642348573498886,0.018129804229620676
28680,146.9,13.0,1916,2,2,consta como entregue meu produto mas apenas 1 deles chegou em minha residência,7.0,-1,0.04553452766070209,0.9273245229090218,0.027140949430279657
13847,70.0,37.56,235,1,5,tudo conforme combinado indico a todos,6.0,1,0.9999579945208611,1.3340016858849177e-05,2.866546227850057e-05
47647,119.99,29.46,2369,6,4,única falha o segundo produto adquirido no mesmo pedido não foi entregue cburlamaqui terra com br,6.0,1,0.15680391479862751,0.7506930001620501,0.0925030850393222
21890,699.0,57.49,1382,2,5,ótimo produto totalmente de acordo com sua descrição atendeu minhas expectativa obs os maiores problemas foram demorar na detecção do pagamento e na emissão da nota fiscal que levou uns 3 dia,19.0,1,0.990357364817872,0.0006378173934469642,0.009004817788674298
78508,469.0,19.04,1338,2,5,muito bom chegou antes do prazo previsto,18.0,1,0.9999928151466129,3.684124411961177e-07,6.816440944132112e-06
71339,49.0,12.69,341,1,3,passou os 12 dias de prazo e ainda nao chegou,16.0,0,0.05671138506384258,0.9328115864154294,0.01047702852073079
65654,137.9,3.06,241,6,3,é simples mas vem tudo o que está na especificações do site gostamos bastante,3.0,0,0.9506508358140379,0.0009031089132593588,0.04844605527270145
15867,59.9,11.92,1437,1,5,produto entregue antes do prazo previsto deixando muito satisfeito,3.0,1,0.9999973551262631,5.02877086281557e-07,2.141996653564513e-06
86141,69.9,16.25,689,1,5,otima,12.0,1,0.9828100687870887,0.007038819489654823,0.010151111723256483
47315,54.9,9.74,131,1,3,produto como foto bonito mas não tão resistente,2.0,0,0.8286567100579467,0.005348334304074542,0.16599495563797934
57328,278.0,32.19,2402,1,2,recebi o whey de morango com a embalagem toda amassada como devo proceder,8.0,-1,8.936582241459092e-05,0.9914289893075161,0.008481644870072772
6063,69.9,0.0,903,6,5,ótimo produto e medida exata para o que eu precisava,16.0,1,0.9769112950761812,0.001367577183391434,0.021721127740426956
93049,128.0,13.48,686,1,5,recebi o produto bem antes do prazo estimado ótimo,6.0,1,0.9999836060628879,4.88719751934223e-07,1.5905217361658367e-05
66848,74.0,16.22,1887,5,4,entrega dentro do prazo tudo correto,9.0,1,0.9997681445775438,2.3473472304794487e-05,0.0002083819501505921
47488,325.0,17.02,2644,6,4,produto com qualidade,8.0,1,0.9102866851917254,0.07070060584219463,0.019012708966080153
68254,51.9,13.8,1269,1,5,adorei veio perfeito muito obrigada,6.0,1,0.9999743231317845,4.1752983032424555e-06,2.150156991129645e-05
72356,26.0,16.11,953,3,5,pedi o filtro pelo menor preço e com medo de não da certo mais ocorreu tudo bem,16.0,1,0.99653609783302,0.0004126208781831272,0.003051281288791639
41469,107.99,33.36,143,1,3,ainda não recebi meus produtos completo comprei 4 cortinas e uma capa p sofa ate agora só recebi as duas cortinas,26.0,0,1.9318140392642152e-08,0.9977568412426124,0.002243139439242289
3962,299.99,35.9,1892,4,5,o celular demoro 15 dias pra chegar e cobraram 35 reais de frete celular veio de jegue,18.0,1,0.0009994425581057863,0.733684160192437,0.26531639724945677
21189,89.9,12.13,245,1,4,o produto foi entregue antecipado custo beneficio muito bom,5.0,1,0.9996946715262096,7.892253257507874e-06,0.000297436220532454
93123,129.99,16.61,797,2,5,loja com um prazo de entrega excelente parabéns,7.0,1,0.9999558283255758,3.2767027477523675e-06,4.089497167348714e-05
39951,100.0,16.89,1130,1,5,nora 10,12.0,1,0.7738262879408023,0.1806949421668203,0.045478769892376446
19964,269.0,24.2,499,1,5,ok,13.0,1,0.9122295087994631,0.029638784340783823,0.058131706859752975
90745,50.9,16.12,473,1,1,o desenho do produto não é na mesma qualidade que aparenta ser na foto de quando é vendido é desbotado e não tem as mesmas quantidades de desenhos ela é muito fina e deixa a luz passar,17.0,-1,2.0021693571192175e-05,0.8015855977588737,0.19839438054754624
79491,989.99,21.69,389,3,4,ótima loja,8.0,1,0.9861505775588163,0.004529170789445151,0.009320251651738443
24788,419.9,27.43,1205,3,5,exelente estão de parabéns muito rapido o meu produto chegou e tudo nos conformes,16.0,1,0.9999998471057668,2.3567731337787893e-09,1.5053746042094652e-07
11290,189.9,20.57,537,3,4,acho q a empresa poderia colocar a temperatura na especificação do produto algo como atinge a temperatura x em tanto tempo ou pelo menos a temperatura máxima atingida bem como o consumo em kw h,8.0,1,0.9562424344576077,9.143915215948754e-06,0.043748421627171505
